0,1,2
"('19.30157', '72.85107', 'Bhayandar', 'IN', 'Asia/Kolkata')","('11.93381', '79.82979', 'Puducherry', 'IN', 'Asia/Kolkata')","[('10.10649', '76.35484'), ('25.66795', '85.83636'), ('21.59983', '71.21169'), ('26.32293', '91.00632'), ('12.25282', '79.41727'), ('17.34769', '78.55757'), ('25.66795', '85.83636'), ('19.30157', '72.85107'), ('25.66795', '85.83636'), ('28.92694', '78.23456')]"
"('17.34769', '78.55757', 'Lal Bahadur Nagar', 'IN', 'Asia/Kolkata')","('32.55531', '76.12647', 'Chamba', 'IN', 'Asia/Kolkata')","[('17.34769', '78.55757'), ('31.28092', '74.85849'), ('12.04161', '75.35927'), ('10.58806', '77.24779'), ('10.10649', '76.35484'), ('25.6439', '77.9129'), ('22.19303', '88.18466'), ('14.62072', '74.83554'), ('15.45144', '78.14797'), ('30.81383', '75.16878')]"
"('11.93381', '79.82979', 'Puducherry', 'IN', 'Asia/Kolkata')","('10.58806', '77.24779', 'Udumalaippettai', 'IN', 'Asia/Kolkata')","[('11.50526', '77.23826'), ('12.04161', '75.35927'), ('24.81757', '84.63445'), ('26.11527', '86.59509'), ('19.21667', '73.08333'), ('19.30157', '72.85107'), ('22.75218', '72.68533'), ('19.30157', '72.85107'), ('33.37526', '74.3092'), ('25.13915', '73.06784')]"
"('28.71271', '77.656', 'Pilkhua', 'IN', 'Asia/Kolkata')","('32.55531', '76.12647', 'Chamba', 'IN', 'Asia/Kolkata')","[('10.58806', '77.24779'), ('26.11527', '86.59509'), ('25.6439', '77.9129'), ('24.41288', '76.56719'), ('26.44931', '91.61356'), ('21.59983', '71.21169'), ('17.34769', '78.55757'), ('28.71271', '77.656'), ('32.55531', '76.12647')]"
"('24.05979', '77.40858', 'Leteri', 'IN', 'Asia/Kolkata')","('21.46527', '83.97573', 'Sambalpur', 'IN', 'Asia/Kolkata')","[('19.30157', '72.85107'), ('14.62072', '74.83554'), ('30.21121', '74.4818'), ('19.30157', '72.85107'), ('29.21399', '78.95693'), ('30.81383', '75.16878'), ('31.28092', '74.85849'), ('26.44931', '91.61356'), ('23.18', '88.58'), ('18.51957', '73.85535'), ('24.81757', '84.63445'), ('11.50526', '77.23826')]"
"('9.57046', '76.32756', 'Kalavoor', 'IN', 'Asia/Kolkata')","('26.11527', '86.59509', 'Supaul', 'IN', 'Asia/Kolkata')","[('18.87813', '72.93924'), ('12.25282', '79.41727'), ('15.45144', '78.14797'), ('12.04161', '75.35927'), ('12.95629', '78.27539'), ('22.4711', '88.1453'), ('22.75218', '72.68533'), ('23.07492', '88.28637'), ('11.93381', '79.82979'), ('11.12018', '76.11996')]"
"('30.21121', '74.4818', 'Malaut', 'IN', 'Asia/Kolkata')","('28.92694', '78.23456', 'Bachhraon', 'IN', 'Asia/Kolkata')","[('25.13915', '73.06784'), ('21.34222', '71.30633'), ('23.07492', '88.28637'), ('9.82564', '78.25795'), ('25.87498', '86.59611'), ('9.57046', '76.32756'), ('21.59983', '71.21169'), ('22.4711', '88.1453'), ('16.06213', '76.0586'), ('25.66795', '85.83636'), ('18.18158', '76.03889'), ('23.49668', '86.68363')]"
"('12.1277', '78.15794', 'Dharmapuri', 'IN', 'Asia/Kolkata')","('22.19303', '88.18466', 'Diamond Harbour', 'IN', 'Asia/Kolkata')","[('17.34769', '78.55757'), ('33.37526', '74.3092'), ('22.4711', '88.1453'), ('9.82564', '78.25795'), ('25.92127', '86.79271'), ('25.75728', '75.37991'), ('26.44931', '91.61356'), ('34.08565', '74.80555'), ('12.95629', '78.27539'), ('18.51957', '73.85535'), ('12.1277', '78.15794'), ('25.13915', '73.06784')]"
"('20.88098', '75.11937', 'Parola', 'IN', 'Asia/Kolkata')","('27.9247', '78.40102', 'Chharra', 'IN', 'Asia/Kolkata')","[('28.92694', '78.23456'), ('30.21121', '74.4818'), ('19.21667', '73.08333'), ('15.45144', '78.14797'), ('23.49668', '86.68363'), ('22.75218', '72.68533'), ('20.88098', '75.11937'), ('26.44931', '91.61356'), ('22.10194', '85.37752'), ('22.4711', '88.1453'), ('12.25282', '79.41727')]"
"('23.49668', '86.68363', 'Adra', 'IN', 'Asia/Kolkata')","('23.49668', '86.68363', 'Adra', 'IN', 'Asia/Kolkata')","[('28.92694', '78.23456'), ('12.25282', '79.41727'), ('28.92694', '78.23456'), ('32.55531', '76.12647'), ('11.50526', '77.23826'), ('25.87498', '86.59611'), ('27.9247', '78.40102'), ('15.45144', '78.14797'), ('22.19303', '88.18466'), ('30.81383', '75.16878'), ('14.62072', '74.83554')]"
"('20.88098', '75.11937', 'Parola', 'IN', 'Asia/Kolkata')","('11.50526', '77.23826', 'Sathyamangalam', 'IN', 'Asia/Kolkata')","[('26.32293', '91.00632'), ('23.07492', '88.28637'), ('21.46527', '83.97573'), ('25.87498', '86.59611'), ('24.81757', '84.63445'), ('11.50526', '77.23826'), ('15.73628', '75.96976'), ('24.05979', '77.40858'), ('10.12268', '77.54372'), ('25.87498', '86.59611'), ('25.49043', '85.94001')]"
"('14.46693', '75.92694', 'Davangere', 'IN', 'Asia/Kolkata')","('12.1277', '78.15794', 'Dharmapuri', 'IN', 'Asia/Kolkata')","[('9.57046', '76.32756'), ('26.76628', '83.36889'), ('22.4711', '88.1453'), ('21.46527', '83.97573'), ('25.75728', '75.37991'), ('28.92694', '78.23456'), ('12.25282', '79.41727'), ('28.71271', '77.656'), ('23.18', '88.58')]"
"('25.87498', '86.59611', 'Saharsa', 'IN', 'Asia/Kolkata')","('26.44931', '91.61356', 'Rangia', 'IN', 'Asia/Kolkata')","[('25.92493', '73.66633'), ('25.6439', '77.9129'), ('22.75218', '72.68533'), ('17.34769', '78.55757'), ('15.5439', '73.7553'), ('15.5439', '73.7553'), ('25.87498', '86.59611'), ('29.21399', '78.95693'), ('23.1959', '86.51499'), ('21.46527', '83.97573')]"
"('12.95629', '78.27539', 'Robertsonpet', 'IN', 'Asia/Kolkata')","('23.18', '88.58', 'Aistala', 'IN', 'Asia/Kolkata')","[('22.88783', '84.13864'), ('24.41288', '76.56719'), ('12.04161', '75.35927'), ('15.73628', '75.96976'), ('21.53889', '71.57737'), ('14.46693', '75.92694'), ('26.76628', '83.36889'), ('20.88098', '75.11937'), ('15.73628', '75.96976')]"
"('10.58806', '77.24779', 'Udumalaippettai', 'IN', 'Asia/Kolkata')","('22.75218', '72.68533', 'Kheda', 'IN', 'Asia/Kolkata')","[('22.4711', '88.1453'), ('21.53889', '71.57737'), ('11.00599', '77.5609'), ('18.87813', '72.93924'), ('16.06213', '76.0586'), ('21.34222', '71.30633'), ('24.41288', '76.56719'), ('25.6439', '77.9129'), ('34.08565', '74.80555')]"
"('12.25282', '79.41727', 'Gingee', 'IN', 'Asia/Kolkata')","('22.75218', '72.68533', 'Kheda', 'IN', 'Asia/Kolkata')","[('11.93381', '79.82979'), ('21.34222', '71.30633'), ('24.41288', '76.56719'), ('22.4711', '88.1453'), ('11.00599', '77.5609'), ('11.50526', '77.23826'), ('15.5439', '73.7553'), ('24.41288', '76.56719'), ('29.21399', '78.95693'), ('18.51957', '73.85535'), ('26.11527', '86.59509')]"
"('24.41288', '76.56719', 'Aklera', 'IN', 'Asia/Kolkata')","('11.50526', '77.23826', 'Sathyamangalam', 'IN', 'Asia/Kolkata')","[('31.28092', '74.85849'), ('11.12018', '76.11996'), ('29.21399', '78.95693'), ('16.06213', '76.0586'), ('25.75728', '75.37991'), ('26.76628', '83.36889'), ('25.92127', '86.79271'), ('10.10649', '76.35484'), ('25.92127', '86.79271'), ('22.4711', '88.1453'), ('26.44931', '91.61356'), ('17.54907', '82.85749')]"
"('24.81757', '84.63445', 'Rafiganj', 'IN', 'Asia/Kolkata')","('33.37526', '74.3092', 'Rajaori', 'IN', 'Asia/Kolkata')","[('21.46527', '83.97573'), ('24.81757', '84.63445'), ('22.75218', '72.68533'), ('27.9247', '78.40102'), ('11.00599', '77.5609'), ('15.73628', '75.96976'), ('28.98002', '77.70636'), ('29.22254', '79.5286'), ('23.1959', '86.51499'), ('26.2649', '81.54855'), ('29.21399', '78.95693')]"
"('23.49668', '86.68363', 'Adra', 'IN', 'Asia/Kolkata')","('31.28092', '74.85849', 'Patti', 'IN', 'Asia/Kolkata')","[('25.92493', '73.66633'), ('34.08565', '74.80555'), ('28.98002', '77.70636'), ('20.88197', '85.83334'), ('12.25282', '79.41727'), ('12.1277', '78.15794'), ('11.93381', '79.82979'), ('10.12268', '77.54372')]"
"('22.4711', '88.1453', 'Pujali', 'IN', 'Asia/Kolkata')","('9.82564', '78.25795', 'Tiruppuvanam', 'IN', 'Asia/Kolkata')","[('14.46693', '75.92694'), ('19.21667', '73.08333'), ('27.9247', '78.40102'), ('18.87813', '72.93924'), ('27.9247', '78.40102'), ('30.21121', '74.4818'), ('25.75728', '75.37991'), ('31.28092', '74.85849'), ('30.81383', '75.16878')]"
"('22.4711', '88.1453', 'Pujali', 'IN', 'Asia/Kolkata')","('22.19303', '88.18466', 'Diamond Harbour', 'IN', 'Asia/Kolkata')","[('24.41288', '76.56719'), ('26.2649', '81.54855'), ('21.53889', '71.57737'), ('12.95629', '78.27539'), ('12.1277', '78.15794'), ('26.11527', '86.59509'), ('10.10649', '76.35484'), ('9.57046', '76.32756'), ('12.1277', '78.15794')]"
"('9.57046', '76.32756', 'Kalavoor', 'IN', 'Asia/Kolkata')","('25.66795', '85.83636', 'Dalsingh Sarai', 'IN', 'Asia/Kolkata')","[('25.92493', '73.66633'), ('12.95629', '78.27539'), ('12.95629', '78.27539'), ('22.10194', '85.37752'), ('26.2649', '81.54855'), ('12.1277', '78.15794'), ('12.04161', '75.35927'), ('23.1959', '86.51499'), ('26.76628', '83.36889'), ('20.88098', '75.11937'), ('32.55531', '76.12647'), ('23.18', '88.58')]"
"('33.37526', '74.3092', 'Rajaori', 'IN', 'Asia/Kolkata')","('22.4711', '88.1453', 'Pujali', 'IN', 'Asia/Kolkata')","[('25.66795', '85.83636'), ('28.92694', '78.23456'), ('23.49668', '86.68363'), ('22.75218', '72.68533'), ('25.92493', '73.66633'), ('25.13915', '73.06784'), ('18.18158', '76.03889'), ('24.81757', '84.63445'), ('14.46693', '75.92694'), ('28.98002', '77.70636')]"
"('31.28092', '74.85849', 'Patti', 'IN', 'Asia/Kolkata')","('23.1959', '86.51499', 'Kenda', 'IN', 'Asia/Kolkata')","[('25.66795', '85.83636'), ('24.41288', '76.56719'), ('26.44931', '91.61356'), ('28.92694', '78.23456'), ('25.92127', '86.79271'), ('15.45144', '78.14797'), ('26.2649', '81.54855'), ('34.08565', '74.80555'), ('26.44931', '91.61356')]"
"('15.5439', '73.7553', 'Calangute', 'IN', 'Asia/Kolkata')","('23.1959', '86.51499', 'Kenda', 'IN', 'Asia/Kolkata')","[('19.21667', '73.08333'), ('21.59983', '71.21169'), ('21.46527', '83.97573'), ('11.12018', '76.11996'), ('28.92694', '78.23456'), ('21.59983', '71.21169'), ('11.50526', '77.23826'), ('12.25282', '79.41727'), ('10.58806', '77.24779')]"
"('28.92694', '78.23456', 'Bachhraon', 'IN', 'Asia/Kolkata')","('25.66795', '85.83636', 'Dalsingh Sarai', 'IN', 'Asia/Kolkata')","[('25.75728', '75.37991'), ('29.21399', '78.95693'), ('28.98002', '77.70636'), ('10.58806', '77.24779'), ('25.66795', '85.83636'), ('26.11527', '86.59509'), ('26.76628', '83.36889'), ('23.18', '88.58'), ('26.76628', '83.36889'), ('21.34222', '71.30633')]"
"('31.28092', '74.85849', 'Patti', 'IN', 'Asia/Kolkata')","('21.53889', '71.57737', 'Gariadhar', 'IN', 'Asia/Kolkata')","[('25.92127', '86.79271'), ('16.06213', '76.0586'), ('31.28092', '74.85849'), ('26.44931', '91.61356'), ('25.66795', '85.83636'), ('29.21399', '78.95693'), ('26.44931', '91.61356'), ('23.49668', '86.68363'), ('12.25282', '79.41727'), ('25.92127', '86.79271'), ('17.54907', '82.85749')]"
"('22.10194', '85.37752', 'Barbil', 'IN', 'Asia/Kolkata')","('21.53889', '71.57737', 'Gariadhar', 'IN', 'Asia/Kolkata')","[('32.55531', '76.12647'), ('29.22254', '79.5286'), ('17.34769', '78.55757'), ('30.81383', '75.16878'), ('28.92694', '78.23456'), ('19.21667', '73.08333'), ('11.12018', '76.11996'), ('12.25282', '79.41727'), ('26.76628', '83.36889'), ('28.92694', '78.23456')]"
"('9.82564', '78.25795', 'Tiruppuvanam', 'IN', 'Asia/Kolkata')","('22.4711', '88.1453', 'Pujali', 'IN', 'Asia/Kolkata')","[('25.92127', '86.79271'), ('31.28092', '74.85849'), ('20.88197', '85.83334'), ('21.34222', '71.30633'), ('19.30157', '72.85107'), ('19.21667', '73.08333'), ('21.34222', '71.30633'), ('21.34222', '71.30633'), ('30.21121', '74.4818')]"
"('18.51957', '73.85535', 'Pune', 'IN', 'Asia/Kolkata')","('19.21667', '73.08333', 'Dombivli', 'IN', 'Asia/Kolkata')","[('29.22254', '79.5286'), ('22.88783', '84.13864'), ('24.41288', '76.56719'), ('24.05979', '77.40858'), ('10.10649', '76.35484'), ('26.44931', '91.61356'), ('9.82564', '78.25795'), ('25.13915', '73.06784'), ('21.34222', '71.30633'), ('29.22254', '79.5286'), ('25.6439', '77.9129')]"
"('26.76628', '83.36889', 'Gorakhpur', 'IN', 'Asia/Kolkata')","('22.19303', '88.18466', 'Diamond Harbour', 'IN', 'Asia/Kolkata')","[('12.1277', '78.15794'), ('12.25282', '79.41727'), ('14.46693', '75.92694'), ('14.62072', '74.83554'), ('11.00599', '77.5609'), ('19.21667', '73.08333'), ('26.2649', '81.54855'), ('25.92127', '86.79271'), ('25.66795', '85.83636')]"
"('22.4711', '88.1453', 'Pujali', 'IN', 'Asia/Kolkata')","('22.19303', '88.18466', 'Diamond Harbour', 'IN', 'Asia/Kolkata')","[('21.59983', '71.21169'), ('12.04161', '75.35927'), ('19.30157', '72.85107'), ('22.19303', '88.18466'), ('10.58806', '77.24779'), ('22.19303', '88.18466'), ('25.6439', '77.9129'), ('22.19303', '88.18466'), ('15.45144', '78.14797'), ('15.73628', '75.96976'), ('22.88783', '84.13864')]"
"('25.13915', '73.06784', 'Sheoganj', 'IN', 'Asia/Kolkata')","('21.46527', '83.97573', 'Sambalpur', 'IN', 'Asia/Kolkata')","[('32.55531', '76.12647'), ('12.04161', '75.35927'), ('12.25282', '79.41727'), ('26.76628', '83.36889'), ('20.88098', '75.11937'), ('20.88197', '85.83334'), ('34.08565', '74.80555'), ('30.81383', '75.16878'), ('12.95629', '78.27539'), ('25.6439', '77.9129'), ('11.12018', '76.11996')]"
"('12.04161', '75.35927', 'Talipparamba', 'IN', 'Asia/Kolkata')","('21.34222', '71.30633', 'Kundla', 'IN', 'Asia/Kolkata')","[('25.87498', '86.59611'), ('29.22254', '79.5286'), ('19.21667', '73.08333'), ('25.13915', '73.06784'), ('32.55531', '76.12647'), ('26.11527', '86.59509'), ('26.11527', '86.59509'), ('11.93381', '79.82979'), ('10.12268', '77.54372'), ('14.46693', '75.92694')]"
"('15.73628', '75.96976', 'Gajendragarh', 'IN', 'Asia/Kolkata')","('12.1277', '78.15794', 'Dharmapuri', 'IN', 'Asia/Kolkata')","[('10.58806', '77.24779'), ('19.30157', '72.85107'), ('21.46527', '83.97573'), ('10.10649', '76.35484'), ('31.28092', '74.85849'), ('23.18', '88.58'), ('23.18', '88.58'), ('10.12268', '77.54372'), ('22.19303', '88.18466')]"
"('22.75218', '72.68533', 'Kheda', 'IN', 'Asia/Kolkata')","('21.59983', '71.21169', 'Amreli', 'IN', 'Asia/Kolkata')","[('25.92127', '86.79271'), ('12.1277', '78.15794'), ('25.92127', '86.79271'), ('20.88098', '75.11937'), ('18.87813', '72.93924'), ('12.25282', '79.41727'), ('23.1959', '86.51499'), ('26.32293', '91.00632'), ('9.57046', '76.32756')]"
"('9.82564', '78.25795', 'Tiruppuvanam', 'IN', 'Asia/Kolkata')","('29.21399', '78.95693', 'Kashipur', 'IN', 'Asia/Kolkata')","[('11.50526', '77.23826'), ('26.2649', '81.54855'), ('19.21667', '73.08333'), ('20.88098', '75.11937'), ('25.13915', '73.06784'), ('18.87813', '72.93924'), ('22.75218', '72.68533'), ('28.98002', '77.70636'), ('18.51957', '73.85535'), ('25.49043', '85.94001'), ('10.12268', '77.54372')]"
"('24.81757', '84.63445', 'Rafiganj', 'IN', 'Asia/Kolkata')","('25.6439', '77.9129', 'Narwar', 'IN', 'Asia/Kolkata')","[('24.05979', '77.40858'), ('25.13915', '73.06784'), ('25.66795', '85.83636'), ('23.18', '88.58'), ('25.92127', '86.79271'), ('18.87813', '72.93924'), ('12.1277', '78.15794'), ('11.12018', '76.11996'), ('29.21399', '78.95693')]"
"('18.51957', '73.85535', 'Pune', 'IN', 'Asia/Kolkata')","('17.34769', '78.55757', 'Lal Bahadur Nagar', 'IN', 'Asia/Kolkata')","[('15.45144', '78.14797'), ('23.07492', '88.28637'), ('15.5439', '73.7553'), ('23.1959', '86.51499'), ('23.18', '88.58'), ('22.75218', '72.68533'), ('28.71271', '77.656'), ('11.12018', '76.11996'), ('22.10194', '85.37752'), ('15.5439', '73.7553'), ('18.51957', '73.85535')]"
"('23.07492', '88.28637', 'Pandua', 'IN', 'Asia/Kolkata')","('25.92127', '86.79271', 'Madhipura', 'IN', 'Asia/Kolkata')","[('12.95629', '78.27539'), ('12.04161', '75.35927'), ('18.87813', '72.93924'), ('10.10649', '76.35484'), ('31.28092', '74.85849'), ('32.55531', '76.12647'), ('18.87813', '72.93924'), ('10.12268', '77.54372'), ('21.46527', '83.97573'), ('28.98002', '77.70636')]"
"('28.71271', '77.656', 'Pilkhua', 'IN', 'Asia/Kolkata')","('26.2649', '81.54855', 'Jais', 'IN', 'Asia/Kolkata')","[('17.34769', '78.55757'), ('22.10194', '85.37752'), ('17.34769', '78.55757'), ('24.81757', '84.63445'), ('18.87813', '72.93924'), ('24.05979', '77.40858'), ('10.58806', '77.24779'), ('10.12268', '77.54372'), ('15.73628', '75.96976'), ('18.18158', '76.03889'), ('14.46693', '75.92694')]"
"('22.75218', '72.68533', 'Kheda', 'IN', 'Asia/Kolkata')","('25.92493', '73.66633', 'Sojat', 'IN', 'Asia/Kolkata')","[('26.44931', '91.61356'), ('12.25282', '79.41727'), ('15.5439', '73.7553'), ('11.12018', '76.11996'), ('20.88197', '85.83334'), ('25.6439', '77.9129'), ('25.13915', '73.06784'), ('14.62072', '74.83554'), ('22.19303', '88.18466'), ('10.58806', '77.24779'), ('16.06213', '76.0586')]"
"('10.58806', '77.24779', 'Udumalaippettai', 'IN', 'Asia/Kolkata')","('18.51957', '73.85535', 'Pune', 'IN', 'Asia/Kolkata')","[('10.12268', '77.54372'), ('25.87498', '86.59611'), ('22.4711', '88.1453'), ('20.88098', '75.11937'), ('29.22254', '79.5286'), ('30.21121', '74.4818'), ('22.10194', '85.37752'), ('22.19303', '88.18466'), ('26.2649', '81.54855'), ('25.6439', '77.9129'), ('26.2649', '81.54855')]"
"('11.00599', '77.5609', 'Kangayam', 'IN', 'Asia/Kolkata')","('29.22254', '79.5286', 'Haldwani', 'IN', 'Asia/Kolkata')","[('26.76628', '83.36889'), ('25.6439', '77.9129'), ('12.25282', '79.41727'), ('22.4711', '88.1453'), ('10.58806', '77.24779'), ('24.41288', '76.56719'), ('11.00599', '77.5609'), ('34.08565', '74.80555'), ('10.12268', '77.54372'), ('26.32293', '91.00632'), ('23.18', '88.58'), ('22.75218', '72.68533')]"
"('20.88098', '75.11937', 'Parola', 'IN', 'Asia/Kolkata')","('24.81757', '84.63445', 'Rafiganj', 'IN', 'Asia/Kolkata')","[('21.59983', '71.21169'), ('21.59983', '71.21169'), ('23.18', '88.58'), ('14.46693', '75.92694'), ('21.34222', '71.30633'), ('16.06213', '76.0586'), ('19.21667', '73.08333'), ('17.54907', '82.85749'), ('34.08565', '74.80555'), ('19.30157', '72.85107')]"
"('20.88098', '75.11937', 'Parola', 'IN', 'Asia/Kolkata')","('22.75218', '72.68533', 'Kheda', 'IN', 'Asia/Kolkata')","[('21.59983', '71.21169'), ('26.44931', '91.61356'), ('31.28092', '74.85849'), ('28.98002', '77.70636'), ('29.22254', '79.5286'), ('9.57046', '76.32756'), ('16.06213', '76.0586'), ('17.34769', '78.55757'), ('22.88783', '84.13864')]"
"('22.75218', '72.68533', 'Kheda', 'IN', 'Asia/Kolkata')","('10.58806', '77.24779', 'Udumalaippettai', 'IN', 'Asia/Kolkata')","[('18.87813', '72.93924'), ('22.10194', '85.37752'), ('14.46693', '75.92694'), ('15.73628', '75.96976'), ('23.49668', '86.68363'), ('28.71271', '77.656'), ('15.73628', '75.96976'), ('23.07492', '88.28637')]"
"('12.25282', '79.41727', 'Gingee', 'IN', 'Asia/Kolkata')","('21.59983', '71.21169', 'Amreli', 'IN', 'Asia/Kolkata')","[('30.21121', '74.4818'), ('24.41288', '76.56719'), ('22.19303', '88.18466'), ('25.13915', '73.06784'), ('26.2649', '81.54855'), ('19.30157', '72.85107'), ('17.34769', '78.55757'), ('10.58806', '77.24779'), ('12.25282', '79.41727'), ('29.22254', '79.5286'), ('23.49668', '86.68363'), ('11.50526', '77.23826')]"
"('11.93381', '79.82979', 'Puducherry', 'IN', 'Asia/Kolkata')","('29.22254', '79.5286', 'Haldwani', 'IN', 'Asia/Kolkata')","[('12.95629', '78.27539'), ('26.2649', '81.54855'), ('18.18158', '76.03889'), ('27.9247', '78.40102'), ('12.1277', '78.15794'), ('25.13915', '73.06784'), ('25.66795', '85.83636'), ('18.87813', '72.93924'), ('33.37526', '74.3092')]"
"('22.10194', '85.37752', 'Barbil', 'IN', 'Asia/Kolkata')","('11.50526', '77.23826', 'Sathyamangalam', 'IN', 'Asia/Kolkata')","[('23.49668', '86.68363'), ('28.71271', '77.656'), ('9.57046', '76.32756'), ('25.6439', '77.9129'), ('25.6439', '77.9129'), ('23.18', '88.58'), ('31.28092', '74.85849'), ('25.49043', '85.94001'), ('24.05979', '77.40858')]"
"('9.57046', '76.32756', 'Kalavoor', 'IN', 'Asia/Kolkata')","('11.50526', '77.23826', 'Sathyamangalam', 'IN', 'Asia/Kolkata')","[('18.87813', '72.93924'), ('31.28092', '74.85849'), ('24.05979', '77.40858'), ('25.13915', '73.06784'), ('21.53889', '71.57737'), ('26.2649', '81.54855'), ('12.95629', '78.27539'), ('22.19303', '88.18466')]"
"('27.9247', '78.40102', 'Chharra', 'IN', 'Asia/Kolkata')","('34.08565', '74.80555', 'Srinagar', 'IN', 'Asia/Kolkata')","[('19.21667', '73.08333'), ('24.81757', '84.63445'), ('12.1277', '78.15794'), ('12.95629', '78.27539'), ('22.10194', '85.37752'), ('23.18', '88.58'), ('25.92493', '73.66633'), ('25.92493', '73.66633'), ('23.1959', '86.51499'), ('30.81383', '75.16878'), ('26.11527', '86.59509'), ('9.57046', '76.32756')]"
"('23.07492', '88.28637', 'Pandua', 'IN', 'Asia/Kolkata')","('15.45144', '78.14797', 'Betamcherla', 'IN', 'Asia/Kolkata')","[('24.81757', '84.63445'), ('22.4711', '88.1453'), ('28.71271', '77.656'), ('23.18', '88.58'), ('15.73628', '75.96976'), ('34.08565', '74.80555'), ('22.10194', '85.37752'), ('24.05979', '77.40858'), ('31.28092', '74.85849'), ('29.21399', '78.95693')]"
"('23.07492', '88.28637', 'Pandua', 'IN', 'Asia/Kolkata')","('22.19303', '88.18466', 'Diamond Harbour', 'IN', 'Asia/Kolkata')","[('22.88783', '84.13864'), ('23.49668', '86.68363'), ('27.9247', '78.40102'), ('23.49668', '86.68363'), ('22.88783', '84.13864'), ('25.13915', '73.06784'), ('20.88098', '75.11937'), ('25.87498', '86.59611'), ('23.18', '88.58')]"
"('22.19303', '88.18466', 'Diamond Harbour', 'IN', 'Asia/Kolkata')","('28.92694', '78.23456', 'Bachhraon', 'IN', 'Asia/Kolkata')","[('24.81757', '84.63445'), ('34.08565', '74.80555'), ('25.49043', '85.94001'), ('11.50526', '77.23826'), ('25.66795', '85.83636'), ('12.25282', '79.41727'), ('12.1277', '78.15794'), ('21.34222', '71.30633'), ('22.88783', '84.13864'), ('11.00599', '77.5609')]"
